Entry,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (molecular function)
P0CX63,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P40097,,GO:0016021;GO:0031966;GO:0005739,
P53217,,GO:0071944;GO:0005783;GO:0016021;GO:0005886,
P25577,,GO:0016020,
P40543,,,
P53232,,,
P18562,GO:0009116;GO:0008655;GO:0044206,GO:0005622,GO:0005525;GO:0004845
P40542,,,
P38759,GO:0006886;GO:0042147,GO:0005829;GO:0005768;GO:0030906;GO:0030904,
A0A023PXK2,,GO:0016021,
P40162,,,
P40538,,GO:0016021,
P38752,,GO:0016021,
P40521,,,
P37265,GO:0007059,GO:0016021,
Q12220,GO:0000480;GO:0000447;GO:0000472;GO:0000462;GO:0031167,GO:0030686;GO:0005730;GO:0005654;GO:0034388;GO:0032040,GO:0034511
P25040,GO:0030490,GO:0005737,
Q07993,GO:0042732;GO:0019569;GO:0005999,,GO:0046526;GO:0008270
Q05946,GO:0000480;GO:0000447;GO:0000472;GO:0000462;GO:0031167,GO:0030686;GO:0005730;GO:0005654;GO:0034388;GO:0032040,GO:0034511
P53146,GO:0015031;GO:0006890;GO:0048279,GO:0005783;GO:0071458;GO:0031201,GO:0005484
P0C2I5,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P0C2J2,,GO:0005737,GO:0003723
Q07895,GO:0016236,GO:0005615;GO:0000324;GO:0000329;GO:0016021;GO:0005739,
P39978,,GO:0005739,
A0A023PXC2,,GO:0016021,
P0CX64,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
Q04305,GO:0000462;GO:0045943;GO:0031167;GO:0006364,GO:0030686;GO:0005730;GO:0005654;GO:0033553;GO:0032040;GO:0034455,GO:0034511
P40500,,GO:0005783;GO:0000324;GO:0000328;GO:0016021;GO:0005777,
P38168,,GO:0005789;GO:0016021,
P25361,,GO:0005829;GO:0005794;GO:0043332,
Q02931,GO:0000462;GO:0045943;GO:0031167,GO:0030686;GO:0005730;GO:0005654;GO:0033553;GO:0032040;GO:0034455,GO:0003729;GO:0034511
Q99296,,,
P0CY02,,,
P38214,,,
P53856,,GO:0016021,
P53832,GO:0031505;GO:0009408;GO:0007266,GO:0005933;GO:0005737;GO:0000324;GO:0016021;GO:0043332;GO:0005886;GO:0030427,GO:0004888
P40488,,,
P38868,,GO:0016021,
P28625,GO:0006974,GO:0005737;GO:0005783;GO:0005811;GO:0005739,
P25600,GO:0032197,GO:0000943,GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964
Q06493,GO:0006813;GO:0032979;GO:1902600,GO:0016021;GO:0005743;GO:0005739,GO:0043022
Q12244,GO:0045944,GO:0005634,GO:0000981;GO:0000978;GO:0043565;GO:0008270
Q870I1,,GO:0016021,
Q06188,GO:0032968,GO:0005829;GO:1990468;GO:0033100;GO:0005634,GO:0003682
Q12472,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P43552,,GO:0071944;GO:0016021;GO:0005886,
P34251,,GO:0016021,GO:0016491
Q06522,GO:0044255;GO:0019433,GO:0005737;GO:0016021;GO:0005811,GO:0016788;GO:0004806
Q12042,,GO:0000329;GO:0016021;GO:0016020,
Q3E771,,,
P36073,,,
Q06594,,,
Q3E826,,,
P34223,GO:0030437;GO:0000045;GO:0005977;GO:0007030;GO:0061025;GO:0031468;GO:0034727;GO:0043161;GO:0031134;GO:0030433,GO:0005737;GO:0005829;GO:0005634,GO:0019888;GO:0043130
Q04867,GO:0032259,GO:0005634,GO:0008168
Q05934,GO:0007039;GO:0015031,GO:0005887;GO:0005634;GO:0005773,GO:0003677;GO:0046872
P0CE99,,,
P36061,,,
P53084,,,
P53874,GO:0099114;GO:0006348;GO:0016578;GO:0016579;GO:0006511,GO:0099115;GO:0000781;GO:0005730;GO:0005634,GO:0004197;GO:0004843
Q08962,GO:1902626;GO:0000463;GO:0042273;GO:0042255,GO:0005737;GO:0005730;GO:0005634;GO:0030687,GO:0003723
P36118,GO:0000390,GO:0005737;GO:0005783;GO:0005634;GO:0005681;GO:0071008,
P42946,,GO:0005783;GO:0016021,
Q07829,,GO:0016021,
Q07657,GO:0000915;GO:0032186;GO:0061640;GO:0000917;GO:0061163;GO:0010458;GO:0000082;GO:0097271;GO:0000921,GO:0005935;GO:0000144;GO:0043332;GO:0015630;GO:0005628;GO:0031105;GO:0005940,GO:0003924;GO:0005525;GO:0005200
P10870,GO:0051594;GO:0015755;GO:0010255;GO:1904659;GO:0015761;GO:0045835,GO:0005623;GO:0071944;GO:0005887;GO:0005886,GO:0005351;GO:0005536
Q03323,GO:0006348;GO:0051568,GO:0000781;GO:0044666;GO:0048188,
Q04048,GO:0000349;GO:0000398,GO:0071013;GO:0005829;GO:0005634;GO:0071014;GO:0000974;GO:0071006;GO:0071007;GO:0071008;GO:0071004,
P48527,GO:0070184;GO:0043039,GO:0005829;GO:0005759;GO:0005739,GO:0005524;GO:0003723;GO:0004831
P25390,GO:0032147;GO:0000161;GO:0006468;GO:0023014,GO:0005737,GO:0005524;GO:0004709;GO:0004672;GO:0004674
Q12034,GO:0006878;GO:0006417,GO:0005623;GO:0005737;GO:0010494;GO:0005844,GO:0003729;GO:0003723
P42847,GO:0000462;GO:0032543;GO:0000028;GO:0006412,GO:0005763;GO:0005739,GO:0048027;GO:0070181;GO:0003735
P53538,GO:0070940;GO:0031124;GO:0006378;GO:0098789;GO:0009302;GO:0006369;GO:0030847;GO:0030846;GO:0001174;GO:0031564;GO:0006368;GO:0006367,GO:0005847;GO:0005634,GO:0004721;GO:0004722;GO:0004725;GO:0008420
P38890,GO:0034968,GO:0005737;GO:0000790;GO:0005634,GO:0008757
P46654,GO:0002181;GO:0000447;GO:0000461;GO:0000028;GO:0006407;GO:0006412,GO:0022627,GO:0003735
P40075,GO:0006348;GO:0048309;GO:0090158;GO:0061817;GO:0061163;GO:0042308;GO:0008654;GO:0032377;GO:0060304,GO:0005935;GO:0005934;GO:0000781;GO:0005783;GO:0005789;GO:0030176;GO:0005635;GO:0031965;GO:0071561;GO:0005886,GO:0033149;GO:0035091
P53012,GO:0034389;GO:0019915;GO:0008654;GO:0006644;GO:0006301,GO:0005783;GO:0030176,
Q12212,GO:1902600,,GO:0016788;GO:0004721
Q12330,GO:0000398;GO:0000387,GO:0005737;GO:0005685;GO:0005686;GO:0071004;GO:0046540;GO:0005687;GO:0005682,GO:0003723;GO:1990935
P38758,GO:0042147,GO:0005737;GO:0005829;GO:0005770,GO:0016491
Q8TGU1,,,
P38109,GO:0016236;GO:0046938;GO:0051603;GO:0031638,GO:0000324;GO:0000328,GO:0017171;GO:0004185
Q12243,,,
P38721,,GO:0016021,GO:0005524;GO:0004386;GO:0003676
P0C5Q2,,,
Q08110,,,
P0CX23,GO:0002181,GO:0022625,GO:0003735
P09368,GO:0006537;GO:0010133,GO:0005759;GO:0005739,GO:0071949;GO:0004657
A0A0B7P221,,,
Q12069,GO:0000455;GO:0031119,GO:0005737;GO:0005739;GO:0005634,GO:0009982;GO:0003723;GO:0106029
Q08742,,GO:0005739,GO:0004792
P38754,GO:0002181;GO:0042273,GO:0022625,GO:0003723;GO:0003735
P38972,GO:0006189;GO:0006541;GO:0006164,GO:0005737,GO:0005524;GO:0046872;GO:0004642
P08518,GO:0001172;GO:0006366,GO:0010494;GO:0005739;GO:0005634;GO:0005665,GO:0003677;GO:0003899;GO:0046872;GO:0003729;GO:0032549
P53875,GO:0032543;GO:0000027;GO:0006412,GO:0015934;GO:0005762;GO:0005739,GO:0070180;GO:0019843;GO:0003735
P16370,GO:0006369;GO:0001172;GO:0006366,GO:0005654;GO:0005665,GO:0003677;GO:0003899;GO:0046872;GO:0046983
P43556,GO:0007264,GO:0005935;GO:0005934;GO:0005737;GO:0005856;GO:0000935;GO:0005886,GO:0008092;GO:0005096
P51401,GO:0002181,GO:0022625,GO:0019843;GO:0003735
P07259,GO:0006207;GO:0044205;GO:0019240;GO:0006541;GO:0045984;GO:0006807;GO:0006228,GO:0005737;GO:0005829;GO:0016021;GO:0005739,GO:0016597;GO:0004070;GO:0005524;GO:0004088;GO:0004151;GO:0046872
Q03441,GO:0051321;GO:0030435,GO:0005737;GO:0000329,
P22276,GO:0006386;GO:0042797,GO:0005654;GO:0005666,GO:0003677;GO:0003899;GO:0046872;GO:0032549
Q12495,GO:0006335;GO:0006334,GO:0033186;GO:0000775;GO:0005634,
P32910,GO:0006386;GO:0042797,GO:0005737;GO:0005739;GO:0005654;GO:0005634;GO:0005666,GO:0003899
P36519,GO:0032543;GO:0000027,GO:0022625;GO:0005762;GO:0005739,GO:0003735
P38968,GO:0090114;GO:0090110;GO:0007029;GO:0006888;GO:0006886,GO:0030127;GO:0070971;GO:0005789;GO:0000139;GO:0043332,GO:0005198
P39078,GO:0006457,GO:0005832,GO:0005524;GO:0051082
P0C5M9,,,
Q8TGR2,,,
P39973,,,
P28320,GO:0000349;GO:0000350,GO:0005634;GO:0071006;GO:0071007,GO:0046872;GO:0030620
P36087,,GO:0005739,GO:0048037
Q02872,,GO:0005737,
P36172,GO:0015809;GO:0055085,GO:0005887;GO:0005886;GO:0005774,
O13556,,,
Q12414,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
Q3E801,,,
Q8TGK9,,,
Q8TGJ1,,,
Q08926,,GO:0005783;GO:0005789;GO:0005741;GO:0005635,
P0C2J0,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P34249,,,
Q05854,GO:0045944;GO:0006351,GO:0005634,GO:0000981;GO:0043565;GO:0008270
Q3E7A7,,GO:0005737,
P53126,,,
Q05530,GO:0055114,,
Q04897,,,
P47172,GO:0006378;GO:0098789;GO:0043161;GO:0051865;GO:0006513;GO:0000209,GO:0005829;GO:0005634;GO:0000151,GO:0030332;GO:0031624;GO:0061630
P25607,,GO:0000324;GO:0016020,
P0C289,,GO:0016021,
Q12023,,GO:0016021,
Q8TGL1,,,
P25042,GO:0071470;GO:0000122;GO:0097201,GO:0000790,GO:0008301;GO:0001227;GO:0000987;GO:0001135;GO:0043565
P03878,GO:0009060;GO:0015990;GO:0006314;GO:0006123;GO:0006397;GO:0008380,GO:0016021;GO:0005751;GO:0005739,GO:0004129;GO:0004519;GO:0020037
Q9ZZX1,GO:0009060;GO:0015990;GO:0006123;GO:0006316;GO:0006397;GO:0008380,GO:0016021;GO:0005751;GO:0005739,GO:0004129;GO:0004519;GO:0020037
P87108,GO:0045039,GO:0005743;GO:0005758;GO:0042719;GO:0005739,GO:0046872;GO:0140318;GO:0051082
P53552,GO:0006310;GO:0031124;GO:0006406;GO:0045943;GO:2001209;GO:0034063;GO:0006283;GO:0006368,GO:0000781;GO:0000446;GO:0005634;GO:0000445,GO:0003729;GO:0003676
P26783,GO:0002181;GO:0006450;GO:0000028;GO:0006407;GO:0006412,GO:0030686;GO:0022627,GO:0003729;GO:0019843;GO:0003735
P38992,GO:0030148;GO:0006665,GO:0005789;GO:0016021,GO:0005506;GO:0042284;GO:0000170
P14906,GO:0046967;GO:0006620;GO:0031204;GO:0006614,GO:0005783;GO:0016021;GO:0005739;GO:0005637;GO:0031207,GO:0008320
P47153,,GO:0005783;GO:0016021,
P48231,GO:0090158;GO:0061817;GO:0006869;GO:0060304,GO:0071944;GO:0005933;GO:0032541;GO:0005783;GO:0016021;GO:0005886,GO:0008289
P40340,GO:0031936;GO:0000122;GO:2000219;GO:0045944,GO:0005829;GO:0042406;GO:0005634,GO:0016887;GO:0005524;GO:0003682;GO:0042393
Q8TGP3,,,
P40093,,GO:0005737;GO:0005634,
Q07989,,,
Q3E7B4,,,
P53169,GO:0034599;GO:0007052,GO:0043505;GO:0000778;GO:0005737,
P39992,,,
Q6B0X1,,,
Q02754,GO:0006044,GO:0005737,
P38252,,GO:0016021,
P0CX69,GO:0032197,GO:0005737;GO:0000943,GO:0003723
Q03480,,GO:0016021,
Q8TGN1,,,
P36096,GO:0016567;GO:0006511;GO:0043162,GO:0044695;GO:0000324;GO:0005794;GO:0000139;GO:0016021,GO:0061630;GO:0004842;GO:0008270
Q07791,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
Q06537,,GO:0016021,
Q8TGK8,,,
Q03219,GO:0042726,GO:0005737;GO:0005634,GO:0047884
P87281,,GO:0016021,
Q08964,GO:0006348;GO:0046020,GO:0000781;GO:0005634,
P40058,,,
P43540,,,
P87287,,GO:0016021,
Q99318,,,
P35733,,,
P53952,,,
P53308,,GO:0016021,
P52492,GO:0031145;GO:0006513;GO:0000209,GO:0005737;GO:0005634,GO:0005524;GO:0061631;GO:0004842
Q08465,GO:0006325;GO:0016573;GO:0032968,GO:1990467;GO:0033100;GO:0005634;GO:0033698;GO:0070210,GO:0046872;GO:0035064
P38806,GO:0016569;GO:0006281;GO:0016573;GO:0051321,GO:0005829;GO:0035267;GO:0005634;GO:0032777,GO:0046872;GO:0035064
Q12697,GO:0006812;GO:0006874;GO:0030026;GO:0006882;GO:0055085,GO:0005623;GO:0000329;GO:0016021;GO:1990816,GO:0016887;GO:0005524;GO:1903135;GO:0015662;GO:0030145;GO:0008270
Q8TGU8,,,
Q3E781,,,
O13572,,GO:0016021,
Q12024,GO:0051276;GO:0000466;GO:0000463;GO:0110136;GO:0042273,GO:0005730;GO:0005654;GO:0005634;GO:0070545;GO:0030687,GO:0043021
P53929,GO:0016311,GO:0005737;GO:0005634,GO:0016791
P38142,GO:0055085,GO:0000329;GO:0016021;GO:0016020,GO:0022857
P38749,GO:0006357,GO:0005737;GO:0005634,GO:0003700;GO:0043565
P40574,GO:0031939;GO:0000122;GO:0045944;GO:0010723,GO:0005737;GO:0000790;GO:0005634,GO:0003677;GO:0000981
Q06512,GO:0000480;GO:0000447;GO:0000472;GO:0042274;GO:0031167;GO:0006364,GO:0030686;GO:0005829;GO:0030692;GO:0005730;GO:0005654;GO:0005634;GO:0030688;GO:0032040,
Q12129,GO:0000184,GO:0005737;GO:0005634,
Q08215,GO:0016562,GO:0005789;GO:0005779;GO:0005778,GO:0043495
Q04705,GO:0071805,GO:0005934;GO:0000324;GO:0005887;GO:0043332,GO:0015079
P10849,GO:0032543;GO:0006397,GO:0005759;GO:0005739,GO:0003723
Q3E7Y6,GO:0007059,GO:0032133;GO:0005737;GO:0005634;GO:0005819,GO:0030674
P43122,GO:0072670;GO:0002949,GO:0000408;GO:0005739,GO:0046872;GO:0004222;GO:0061711
P48567,GO:1990481;GO:0006400,GO:0005739;GO:0005634,GO:0009982;GO:0003723;GO:0106029
Q99359,GO:0007064;GO:1902340;GO:0034183,GO:0005634,
Q02771,GO:0033617,GO:0099616;GO:0005759;GO:0005739,
P48581,GO:0000077;GO:0006302;GO:0007131,GO:0030896;GO:0005634,GO:0003684;GO:0003690;GO:0004518
P36002,GO:0030003;GO:0035556;GO:0006468;GO:0000296,GO:0005623;GO:0005737;GO:0005634,GO:0005524;GO:0004672;GO:0004674
P0CX44,GO:0002181;GO:0000470;GO:0000055,GO:0022625,GO:0003723;GO:0003735
Q04062,GO:0043248;GO:0006511,GO:0005829;GO:0005634;GO:0008541;GO:0034515,GO:0005198
P43609,GO:0043044;GO:0006303;GO:0006337;GO:0045893;GO:0006355;GO:0006368,GO:0005634;GO:0016586;GO:0016514,GO:0003677;GO:0042393;GO:0008270
P38228,GO:0006458;GO:0008637;GO:0051131;GO:0034553;GO:0045041,GO:0005829;GO:0016021;GO:0005743;GO:0005739,GO:0005524;GO:0051082
Q04748,,GO:0005739,
P36138,,GO:0005737,
A0A023PYG1,,GO:0016021,
Q7LIF1,,,
P87261,,,
P0CL32,,GO:0016021,
Q3E746,,,
A0A023PYD7,,GO:0016021,
P10356,GO:0009058,GO:0005737;GO:0005634,GO:0047536;GO:0030170
P53977,,,
Q08207,,GO:0016021,
Q99344,GO:0032446;GO:0045116,GO:0005737;GO:0005634,GO:0005524;GO:0019781
P06104,GO:0006348;GO:0071629;GO:0032508;GO:0006281;GO:0006353;GO:0000724;GO:0042275;GO:0070987;GO:0042276;GO:0010390;GO:0042138;GO:0031571;GO:0043161;GO:0070534;GO:0006513;GO:0000209;GO:0090089;GO:0030435;GO:0120174;GO:0000722;GO:0006366;GO:0030433;GO:0006511;GO:0071596,GO:0000781;GO:0005737;GO:0033503;GO:1990304;GO:0000790;GO:0005634;GO:0097505;GO:1990303,GO:0005524;GO:0070628;GO:0061631;GO:0004842
P38733,,GO:0005576,
P39550,,,
P31688,GO:0034605;GO:0005992;GO:0070413,GO:0005946;GO:0005737;GO:0005829;GO:0005739,GO:0004805
Q07904,GO:0055085,GO:0071944;GO:0005783;GO:0005789;GO:0005887;GO:0031224,GO:0022857
P38637,GO:0007059;GO:0071630;GO:0031144;GO:1990920;GO:0015031,GO:0005737;GO:0031965;GO:0005634,GO:1990919
Q3E752,GO:0030437,GO:0005628,
Q12158,GO:0006915;GO:0051301;GO:0006974;GO:0006302;GO:0034087;GO:0007076;GO:0006473;GO:1990414;GO:0007062,GO:0000775;GO:0000794;GO:0005739;GO:0034990;GO:0005634,GO:0003682;GO:0019901
P36145,GO:0006366;GO:0006367,GO:0097550;GO:0005673,GO:0003677
Q12052,GO:0036261;GO:0009452;GO:0051321;GO:0017126;GO:0032210;GO:0001510;GO:0008033,GO:0005730;GO:0005634,GO:0008173;GO:0071164
P22214,GO:0006888;GO:0015031;GO:0006890;GO:0006906;GO:0048279;GO:0048280,GO:0005783;GO:0005793;GO:0005789;GO:0012507;GO:0005794;GO:0000139;GO:0016021;GO:0031201,GO:0005484
P45978,GO:0033962;GO:0045947;GO:0034063,GO:0005737;GO:0010494;GO:0000932,GO:0031370;GO:0003729
Q02721,GO:0042138;GO:0007131,GO:0000794,
P12612,GO:0006457,GO:0005832;GO:0005886,GO:0005524;GO:0051082
Q8TGT4,,GO:0016021,
Q3E742,,,
A0A023PZF5,,,
P0C5N7,,,
Q8TGM8,,,
P0CD97,,GO:0016021,
P25637,GO:0034198;GO:0033673;GO:0031333;GO:0001933;GO:0060733,GO:0005737;GO:0005634,GO:0003785;GO:1905538;GO:0004860;GO:0043022
Q02781,,,
P40323,,,
O13582,,,
Q02831,,,
Q06089,,GO:0016021;GO:0005741;GO:0005739,
P25650,,,
Q07629,,GO:0005737;GO:0016021,
P47106,,GO:0016021,
P33122,GO:0045821;GO:0006368,GO:0000790,GO:0003700;GO:0046983;GO:0043565
Q3E739,,GO:0016021,
Q03483,GO:0032197,GO:0005737;GO:0000943,GO:0003723
Q3E763,,,
Q6B0R7,,,
P53085,,,
P36158,GO:0045053;GO:0042147,GO:0005623;GO:0005737;GO:0005829;GO:0005768,GO:0032266;GO:0035091
Q8TGT5,,,
P40478,GO:0045454;GO:0051027;GO:0006811;GO:0071902,GO:0005623;GO:0005741;GO:0005739;GO:0046930,GO:0015288;GO:0008308
Q12111,,GO:0016021,
P40587,,GO:0016021,
Q03193,,GO:0016021;GO:0005886,
Q01476,GO:0010636;GO:0016579;GO:0043162;GO:0010992,GO:0005623;GO:0005737,GO:0004197;GO:0004843
Q08187,,,
P37263,GO:0000122;GO:0006364,GO:0005730,GO:0003677;GO:0046872
P53342,,GO:0016021,
Q08282,GO:0030488;GO:0006400;GO:0031591,GO:0005737;GO:0005739,GO:0008175
P42844,GO:0007005;GO:0006457;GO:0030150;GO:0050821;GO:0006986,GO:0005743;GO:0005759;GO:0005739,GO:0051087;GO:0008270
P43622,,,
Q3E791,,,
P39710,,,
Q3E778,,,
P43611,GO:0030476,GO:0005783,
P12868,GO:0007032;GO:0006895;GO:0036205;GO:0016574;GO:0006886;GO:0045324;GO:0035542;GO:0032889;GO:0042144;GO:0007033;GO:0006904;GO:0099022,GO:0005623;GO:0033263;GO:0005829;GO:0005768;GO:0000329;GO:0030897,GO:0046872;GO:0030674;GO:0004842
P49704,GO:0000398;GO:0000387;GO:0000244,GO:0005739;GO:0005681;GO:0046540;GO:0005687,GO:0003723
P38218,GO:0006388,,GO:0047407;GO:0016791
Q12746,GO:0001300;GO:0015031;GO:0001302,GO:0005783;GO:0005789;GO:0016021;GO:0005886,GO:0004128
Q04439,GO:0051666;GO:0007121;GO:0006897;GO:0006887;GO:0031505;GO:2000601;GO:0006898;GO:0006970;GO:0009651,GO:0030479;GO:0071944;GO:0005933;GO:0043332;GO:0016459,GO:0003779;GO:0005524;GO:0042802;GO:0000146
P39535,GO:0006817;GO:0006797;GO:2000185,GO:0071944;GO:0016021;GO:0005886,GO:0005315
P17967,GO:0045454;GO:1904382;GO:0036508;GO:0006457;GO:0034976,GO:0005623;GO:0005783;GO:0005788,GO:0003756;GO:0015035;GO:0051082
Q12366,GO:0070197;GO:0045141;GO:2000711;GO:0007131;GO:0010520;GO:0007129,GO:0005623;GO:0035974;GO:0000784,GO:0042162
P47052,GO:0045333;GO:0006121;GO:0006099,GO:0005749;GO:0005739,GO:0009055;GO:0050660;GO:0008177;GO:0000104
Q06245,GO:0006887;GO:0006893;GO:0015031;GO:0048278;GO:0090522,GO:0005623;GO:0005935;GO:0000145;GO:0043332,
O13576,,,
Q8TGP8,,,
Q12307,,,
Q06224,GO:0006398;GO:0006378;GO:0098789;GO:0008380;GO:0031126;GO:0034247;GO:0006369,GO:0005847,GO:0008409;GO:0004521;GO:0046872;GO:0003723
P53265,GO:0008361,GO:0005737;GO:0005634,
P53307,,GO:0005737;GO:0005634,
P25384,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P32804,GO:0071578;GO:0071577,GO:0071944;GO:0005783;GO:0005887;GO:0005886,GO:0000006;GO:0005385
Q8TGL6,,,
P34240,GO:0006882;GO:0071577;GO:0006829,GO:0005623;GO:0005783;GO:0000329;GO:0016021,GO:0005385
Q08157,,GO:0032153;GO:0071944;GO:0000324;GO:0035838;GO:0016021;GO:0005886;GO:0005774,
P53285,GO:0006623,GO:0005783;GO:0000329;GO:0016021,
Q12217,GO:0032197,GO:0005737;GO:0000943,GO:0003723
Q04521,,,
Q2V2Q3,,,
Q3E7B3,,,
O13514,,GO:0016021,
Q8TGN6,,,
P0C5N0,,GO:0016021,
Q8TGP2,,,
P0C5N6,,,
Q06525,GO:0000398,GO:0005634;GO:0071010;GO:0005685;GO:0071004,GO:0003723
P48836,GO:0007035,GO:0005623;GO:0000329;GO:0000221;GO:0016471,GO:0008553;GO:0046961
P0CX16,,,
P36030,,,
P47063,,,
Q07381,GO:0000461;GO:0000462,GO:0030686;GO:0005737;GO:0005730;GO:0005634;GO:0030688,GO:0003924;GO:0005525;GO:0043021;GO:0034511
P0CX95,,GO:0016021,
P87191,,,
A0A023PZG0,,GO:0016021,
Q02203,,GO:0016021;GO:0005739,
A0A023PZG5,,,
A0A023PYF4,,,
A0A023PXD5,,GO:0016021,
P0CX68,,GO:0005737,GO:0003723
P53229,,GO:0016021,
Q02209,,GO:0005634,
P25620,,,
P53231,,,
P34161,GO:0030154;GO:0000122;GO:0071930,GO:0005737;GO:0000790;GO:0005634,GO:0001227;GO:0000977;GO:0043565
P0C074,GO:0000398;GO:0000245,GO:0005686,
Q12208,GO:0034477,GO:0005737;GO:0005739;GO:0005634,GO:0000175;GO:1990838
P38267,,GO:0016021,
Q8TGR1,,,
P38268,,GO:0016021,
A0A023PZC7,,,
P36111,,,
Q04179,GO:0006216;GO:0034356;GO:0019358;GO:0006152;GO:0008655;GO:0046135;GO:0006218,GO:0005737;GO:0005829;GO:0005634,GO:0070635;GO:0070636;GO:0008477;GO:0050263;GO:0045437
Q12312,,GO:0016021,
Q12174,,GO:0016021,
P34247,GO:0000480;GO:0000447;GO:0000472;GO:0031167;GO:0006364;GO:0006412,GO:0005730;GO:0005654;GO:0005732;GO:0032040,
Q12138,,,
P40101,,,
P53234,,,
P39977,,GO:0005783,
Q03897,GO:1904263;GO:0015031,GO:0097042;GO:0000329;GO:0035859,
P32842,GO:0007035,GO:0005623;GO:0071944;GO:0000324;GO:0000329;GO:0016021;GO:0000220,GO:0046961
Q12235,GO:0042883,GO:0071944;GO:0005783;GO:0005789;GO:0005887;GO:0031224,GO:0033229;GO:0022857
P32616,,GO:0016021,GO:0005524
A0A023PXD3,,,
P38220,,GO:0016021,
Q08474,GO:0042144,GO:0000329,
Q12241,GO:0097352;GO:0006896;GO:0006886;GO:0034727;GO:0042144;GO:0048278;GO:0006906;GO:0051469,GO:0012505;GO:0000329;GO:0016021;GO:0031201,GO:0005484;GO:0000149
Q12139,GO:0000122;GO:0045944;GO:0006351,GO:0005737;GO:0000790;GO:0005634,GO:0000981;GO:0043565;GO:0008270
Q06252,GO:0030162;GO:0046578,GO:0005737;GO:0005634,GO:0030414;GO:0005543
P40497,,GO:0005737;GO:0016021;GO:0005634,
Q02659,,,
P39983,,,
Q08532,,,
A0A023PXP4,GO:0006974,,
P39541,,GO:0016021,
Q02598,,,
Q3E743,,GO:0005783;GO:0016021,
P0C5R0,,,
P40207,GO:0006879;GO:0006696;GO:0007005,GO:0005623;GO:0005737;GO:0005783;GO:0016021;GO:0005635,
Q3E828,,GO:0016021;GO:0005739,
O13567,,GO:0016021,
Q3E775,,,
A0A023PZJ3,,GO:0016021,
Q8TGS5,,GO:0000324,
A0A023PXI0,,GO:0016021,
P53139,,GO:0005829;GO:0005886,
P40028,GO:0006974;GO:0006281;GO:0031297,GO:0005737;GO:0005634,GO:0017108;GO:0008821;GO:0048256;GO:0000400;GO:0000287;GO:0042803
P47121,,,
P40062,,,
P53250,GO:0044396;GO:0030042;GO:0007015;GO:0051014;GO:0051016;GO:0030836;GO:0042989,GO:0030479;GO:0005884;GO:0005623;GO:0005737;GO:0043332,GO:0051015;GO:0003785
Q08958,GO:0030437;GO:0045944,GO:0016021,
P47131,,GO:0016021;GO:0005739,
P0C5P3,,GO:0016021,
P40449,,GO:0005737,
P0C5M5,,,
Q04069,,GO:0016021,
Q8TGT1,,GO:0000324,
Q03864,,,
Q12275,,GO:0005935;GO:0005829;GO:0016021,GO:0003824
P53632,GO:0006284;GO:0051301;GO:0071044;GO:0042138;GO:0043629;GO:0045910;GO:0071031;GO:0071040;GO:0071039;GO:0071042;GO:0071035;GO:0071036;GO:0071037;GO:0071038;GO:0071047;GO:0071051;GO:0071050;GO:0006400;GO:0034475,GO:0005829;GO:0005730;GO:0005634;GO:0031499,GO:0051575;GO:0046872;GO:0003729;GO:0004652
P53633,GO:0006888,GO:0030134;GO:0005783;GO:0005794;GO:0000139;GO:0016021,
P32377,GO:0019287;GO:0016126,GO:0005737;GO:0005829,GO:0005524;GO:0004163
